incident_id,date,state,city_or_county,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type,state_house_district,state_senate_district
266994,2014-12-21,Georgia,Savannah,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",32.084,-81.1,0,0::24,0::Adult 18+,0::Male,,0::Killed,0::Victim,163.0,2.0
267240,2014-12-21,California,Auburn,1,0,1.0,0::Unknown||1::Unknown||2::Unknown,0::Handgun||1::Rifle||2::Shotgun,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",38.93,-121.094,3,,,0::Male,,0::Killed,0::Subject-Suspect,1.0,1.0
267426,2014-12-21,Nevada,Las Vegas,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death",36.222,-115.096,0,0::14,0::Teen 12-17,0::Male,,0::Killed,0::Victim,7.0,4.0
267402,2014-12-22,Tennessee,Memphis,1,0,9.0,,,"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",35.185,-89.921,0,0::44,0::Adult 18+,0::Male,,0::Killed,0::Victim,98.0,30.0
267259,2014-12-22,North Carolina,Benson,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",35.384,-78.532,0,0::51,0::Adult 18+,0::Male,,0::Killed,0::Victim,28.0,12.0
269200,2014-12-22,Pennsylvania,Harrisburg,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)",40.269,-76.867,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
267890,2014-12-22,New Jersey,Newark,1,1,8.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",40.756,-74.166,0,0::26||1::27,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Injured,0::Victim||1::Victim,29.0,29.0
267913,2014-12-22,New Jersey,Atlantic City,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",39.368,-74.429,0,0::22,0::Adult 18+,0::Male,,0::Killed,0::Victim,2.0,2.0
266957,2014-12-22,Kentucky,Cynthiana,1,0,6.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",38.332,-84.3,1,1::28||2::26||3::27,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,,"0::Unharmed||1::Killed||2::Unharmed||3::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,,
272317,2014-12-22,Louisiana,Orleans Parish,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",30.113,-89.888,0,0::29,0::Adult 18+,0::Male,,0::Killed,0::Victim,103.0,1.0
267808,2014-12-22,Missouri,Belton,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)",38.822,-94.506,0,0::36,0::Adult 18+,0::Male,,0::Killed,0::Victim,56.0,31.0
267186,2014-12-22,Kentucky,Independence,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Armed robbery with injury/death and/or evidence of DGU found",38.955,-84.573,0,0::27,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect,,
267158,2014-12-22,New York,Buffalo,1,1,26.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",42.933,-78.828,1,0::23||1::26,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,141.0,63.0
269261,2014-12-22,Arizona,Yuma,2,0,4.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",32.696,-114.603,1,0::28||1::27,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Significant others - current or former,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,13.0,13.0
268497,2014-12-22,Michigan,Southfield,2,0,14.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",42.453,-83.315,1,0::33||1::38,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Family,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,35.0,11.0
268282,2014-12-22,Michigan,Detroit,1,3,14.0,0::Unknown,0::Handgun,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Road rage||Armed robbery with injury/death and/or evidence of DGU found",42.384,-82.949,1,0::16||1::16||2::16||3::16,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17,0::Female||1::Female||2::Male||4::Male,,0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,3.0,1.0
267653,2014-12-22,Georgia,Americus,2,3,2.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Home Invasion - Resident injured||Home Invasion - subject/suspect/perpetrator killed||Home Invasion - subject/suspect/perpetrator injured||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Armed robbery with injury/death and/or evidence of DGU found",32.085,-84.229,1,0::32||1::31||2::32||3::40||4::36,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,,"0::Killed||1::Injured||2::Injured||3::Injured, Arrested||4::Killed",0::Victim||1::Victim||2::Victim||3::Subject-Suspect||4::Subject-Suspect,138.0,12.0
268673,2014-12-22,Georgia,Blackshear,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",31.3,-82.248,0,0::26||1::62,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,178.0,7.0
267552,2014-12-22,Texas,San Antonio,2,0,35.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",29.381,-98.476,1,0::42||1::43,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Friends,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,119.0,26.0
268180,2014-12-22,Illinois,Chicago,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed",41.778,-87.76,0,0::18,0::Adult 18+,0::Male,,0::Killed,0::Victim,22.0,11.0
282186,2014-12-22,New York,Webster,4,2,25.0,0::Unknown||1::Unknown||2::Unknown,0::223 Rem [AR-15]||1::12 gauge||2::38 Spl,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or prohibited person||Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",43.237,-77.526,3,0::43||1::19||4::67||5::62,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female||5::Male,,0::Killed||1::Killed||2::Injured||3::Injured||4::Killed||5::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,135.0,54.0
267735,2014-12-22,Illinois,Chicago,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",41.874,-87.716,0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,9.0,5.0
267721,2014-12-22,Illinois,Chicago,0,5,7.0,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",41.79,-87.647,0,0::16||1::16||2::17||3::17||4::16,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Teen 12-17,0::Male||1::Male||2::Female||3::Female||4::Female,,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,6.0,3.0
268049,2014-12-22,Michigan,Okemos,1,0,8.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",42.706,-84.415,1,,0::Adult 18+,0::Male,,0::Killed,0::Victim,69.0,23.0
267214,2014-12-22,Indiana,Fort Wayne,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",41.066,-85.12,0,0::21,0::Adult 18+,0::Male,,0::Killed,0::Victim,80.0,15.0
267198,2014-12-22,Indiana,Indianapolis,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",39.814,-86.104,0,0::28,0::Adult 18+,0::Male,,0::Killed,0::Victim,96.0,34.0
268394,2014-12-22,Florida,Miami,0,9,24.0,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",25.854,-80.226,0,0::16||1::21,0::Teen 12-17||1::Adult 18+,,,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Injured||8::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim,108.0,39.0
267100,2014-12-22,Virginia,Richmond,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",37.522,-77.488,0,0::25,0::Adult 18+,0::Male,,0::Killed,0::Victim,69.0,10.0
279308,2014-12-22,Michigan,Detroit,1,0,13.0,,,"Shot - Dead (murder, accidental, suicide)||Possession (gun(s) found during commission of other crimes)",42.374,-83.04,0,0::55||1::27||2::27,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Female,1::Armed Robbery||2::Armed Robbery,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,4.0,1.0
270521,2014-12-22,Ohio,Cleveland,1,0,11.0,,,"Shot - Dead (murder, accidental, suicide)",41.537,-81.596,0,0::19,0::Adult 18+,0::Male,,0::Killed,0::Victim,10.0,21.0
267540,2014-12-22,Ohio,New Paris,2,1,8.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",39.856,-84.782,1,0::10||1::45||2::43,0::Child 0-11||1::Adult 18+||2::Adult 18+,0::Female||1::Female||2::Male,2::Significant others - current or former,0::Killed||1::Injured||2::Killed,0::Victim||1::Victim||2::Subject-Suspect,43.0,5.0
268463,2014-12-22,Florida,Lakeland,2,0,15.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",28.079,-81.951,1,0::57||1::61,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,40.0,22.0
267196,2014-12-22,Indiana,Indianapolis,1,0,7.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",39.805,-86.11,1,0::21||1::17,0::Adult 18+||1::Teen 12-17,1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,98.0,34.0
271194,2014-12-22,Michigan,Lansing,1,0,8.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^",42.748,-84.455,1,,0::Adult 18+,0::Male,,0::Killed,0::Victim,69.0,23.0
267727,2014-12-22,New York,Coram,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",40.882,-73.006,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,4.0,1.0
268615,2014-12-22,Illinois,Champaign,1,1,13.0,,,"Shot - Dead (murder, accidental, suicide)",40.13,-88.249,0,0::40||1::35,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,103.0,52.0
267416,2014-12-22,New Mexico,Las Cruces,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",32.305,-106.767,0,,,0::Male,,0::Killed,0::Subject-Suspect,35.0,36.0
267976,2014-12-22,North Carolina,Charlotte,1,0,12.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",35.216,-80.747,0,0::88||1::56,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Family,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,99.0,37.0
266938,2014-12-22,California,Santa Maria,1,0,24.0,,,"Shot - Dead (murder, accidental, suicide)",34.943,-120.45,0,0::28,0::Adult 18+,0::Male,,0::Killed,0::Victim,35.0,19.0
644813,2014-12-22,Pennsylvania,Easton,1,0,17.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Drug involvement||Armed robbery with injury/death and/or evidence of DGU found",40.689,-75.222,1,0::28||2::16,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,1::Armed Robbery||2::Armed Robbery||3::Armed Robbery,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,,
267567,2014-12-23,Texas,Fort Worth,1,0,33.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",32.741,-97.25,0,0::46||1::54,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Arrested,0::Victim||1::Subject-Suspect,95.0,10.0
268116,2014-12-23,Texas,Houston,1,0,29.0,,,"Shot - Dead (murder, accidental, suicide)",29.661,-95.277,0,,,0::Male,,0::Killed,0::Victim,147.0,6.0
268861,2014-12-23,Louisiana,Westwego,1,1,2.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",29.913,-90.162,0,0::20||1::65||2::19,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Female||2::Male,2::Family,"0::Killed||1::Injured||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect,83.0,8.0
268016,2014-12-23,Mississippi,Jackson,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",32.278,-90.219,0,0::49||1::21,0::Adult 18+||1::Adult 18+,0::Male||1::Male,1::Family,0::Killed,0::Victim||1::Subject-Suspect,71.0,28.0
280616,2014-12-23,Georgia,Savannah,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",32.001,-81.251,0,1::23||2::20||3::22,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,164.0,1.0
269268,2014-12-23,Florida,Miami-dade,1,0,24.0,,,"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",25.854,-80.238,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,109.0,38.0
268187,2014-12-23,Illinois,Chicago,1,0,1.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Brandishing/flourishing/open carry/lost/found",41.751,-87.615,1,0::23,0::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,34.0,17.0
268182,2014-12-23,Illinois,Chicago,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",41.888,-87.752,0,0::19,0::Adult 18+,0::Male,,0::Killed,0::Victim,8.0,4.0
268867,2014-12-23,Mississippi,Clarksdale,1,2,2.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",34.187,-90.586,0,0::19||4::19,0::Adult 18+||1::Adult 18+||4::Adult 18+,0::Male||1::Male||4::Male,,"0::Arrested||1::Killed||2::Injured||3::Injured||4::Unharmed, Arrested",0::Subject-Suspect||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,26.0,11.0
267971,2014-12-23,Missouri,Saint Louis,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.642,-90.216,0,0::25||1::23,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,79.0,5.0
268899,2014-12-23,Louisiana,Alexandria,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",31.291,-92.462,0,0::45||1::64,0::Adult 18+||1::Adult 18+,0::Male||1::Male,1::Family,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,26.0,29.0
268126,2014-12-23,Missouri,Berkeley,1,0,1.0,0::Unknown,0::9mm,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Victim stops crime||Brandishing/flourishing/open carry/lost/found",38.764,-90.337,1,0::18,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect,73.0,14.0
278430,2014-12-23,South Carolina,Lancaster,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",34.737,-80.672,0,0::19||1::22,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,44.0,16.0
269133,2014-12-23,Texas,Houston,2,0,29.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",29.681,-95.292,1,0::40,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,145.0,6.0
267631,2014-12-23,California,Burbank,1,0,28.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^",34.186,-118.302,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,43.0,25.0
267587,2014-12-23,New Mexico,Las Cruces,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",32.304,-106.762,0,0::29,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect,35.0,36.0
267704,2014-12-23,Texas,Corpus Christi,1,0,27.0,0::Unknown,0::Handgun,"Shot - Dead (murder, accidental, suicide)||Suicide^",27.718,-97.449,1,0::40,0::Adult 18+,0::Male,,0::Killed,0::Victim,32.0,20.0
267944,2014-12-23,Missouri,Saint Louis,1,1,1.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",38.665,-90.272,0,0::27||1::34,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,84.0,4.0
269942,2014-12-23,Louisiana,Baton Rouge,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",30.47,-91.156,0,0::19||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,61.0,14.0
267634,2014-12-23,California,Compton,1,0,44.0,,,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",33.894,-118.195,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,64.0,35.0
268166,2014-12-23,Illinois,Chicago,1,0,7.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",41.901,-87.754,1,0::38,0::Adult 18+,0::Male,,0::Killed,0::Victim,8.0,4.0
269197,2014-12-23,Tennessee,Memphis,1,0,9.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",35.106,-90.034,1,,0::Adult 18+,0::Male,,0::Killed,0::Victim,86.0,29.0
270363,2014-12-23,Texas,Houston,1,0,29.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",29.662,-95.277,1,0::16,0::Teen 12-17,0::Male,,0::Killed,0::Victim,147.0,6.0
268962,2014-12-23,California,Santa Ana,1,0,46.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Gang involvement",33.74,-117.903,1,0::17,0::Teen 12-17,0::Male,,0::Killed,0::Victim,69.0,34.0
268454,2014-12-23,Florida,Tampa,1,0,14.0,,,"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",27.961,-82.402,0,0::23,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,61.0,19.0
268492,2014-12-23,Michigan,Howell,1,1,8.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^",42.524,-83.99,1,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Killed,0::Victim||1::Subject-Suspect,47.0,22.0
267604,2014-12-23,Oregon,Reedsport,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||BB/Pellet/Replica gun",43.691,-124.137,0,0::55,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect,9.0,5.0
268374,2014-12-23,District of Columbia,Washington,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.949,-77.025,0,0::21,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,,
268232,2014-12-23,Tennessee,Memphis,1,0,9.0,0::Unknown,0::Handgun,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",35.165,-89.981,1,0::22,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect,93.0,30.0
268067,2014-12-23,New Mexico,Albuquerque,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",35.131,-106.599,0,1::24,1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,25.0,15.0
267792,2014-12-23,Kentucky,Winchester,1,3,6.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Home Invasion - Resident injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.003,-84.21,0,0::19||4::20||5::18||6::18,0::Adult 18+||1::Adult 18+||2::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Female||1::Male||2::Male||4::Male||5::Female||6::Male,,"0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested||5::Unharmed, Arrested||6::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect,,
268190,2014-12-23,Illinois,Chicago,1,0,1.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",41.752,-87.641,1,0::20||1::19,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,31.0,16.0
269725,2014-12-24,District of Columbia,Washington,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Armed robbery with injury/death and/or evidence of DGU found||Pistol-whipping",38.86,-76.966,0,0::20||1::29,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Unharmed||1::Killed,0::Victim||1::Subject-Suspect,,
268579,2014-12-24,District of Columbia,Washington,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.9,-76.984,0,0::25,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
309628,2014-12-24,Georgia,Decatur,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",33.713,-84.191,0,1::32,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Family,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,92.0,10.0
268598,2014-12-24,Missouri,Saint Louis,1,3,1.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.631,-90.206,0,0::20||1::54||2::32||3::35,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,,0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed||5::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,79.0,5.0
268569,2014-12-24,District of Columbia,Washington,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.86,-77.0,0,0::28||1::23||2::24,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,,
269608,2014-12-24,Georgia,Pickens County,1,0,14.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Shootout (where VENN diagram of shooters and victims overlap)||Domestic Violence",34.402,-84.451,1,0::47,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect,11.0,54.0
268631,2014-12-24,Texas,Houston,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Victim stops crime",29.678,-95.442,0,,1::Adult 18+,1::Male,,0::Unharmed||1::Killed,0::Victim||1::Subject-Suspect,146.0,17.0
268605,2014-12-24,Missouri,Saint Louis,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.653,-90.263,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,84.0,4.0
269332,2014-12-24,Pennsylvania,Lebanon,1,0,6.0,,,"Shot - Dead (murder, accidental, suicide)",40.346,-76.415,0,0::34,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
268571,2014-12-24,Florida,Delray Beach,1,0,22.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",26.457,-80.078,0,0::21,0::Adult 18+||1::Adult 18+,,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,88.0,34.0
269479,2014-12-24,Iowa,Waterloo,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",42.495,-92.328,0,,,0::Male,,0::Killed,0::Victim,62.0,31.0
270099,2014-12-24,Alabama,Montgomery,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",32.361,-86.278,0,0::36,0::Adult 18+,,,0::Killed,0::Victim,77.0,26.0
471229,2014-12-24,Michigan,Detroit,1,1,14.0,0::Unknown||1::Unknown,0::Handgun||1::22 LR,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",42.449,-82.956,2,0::22||3::24,0::Adult 18+||3::Adult 18+,0::Female||1::Male||2::Male||3::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Injured,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Victim,2.0,2.0
269960,2014-12-24,Arkansas,Little Rock,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",34.746,-92.275,0,0::33,0::Adult 18+,0::Male,,0::Killed,0::Victim,33.0,32.0
